uniprot,series,has_smiles_hit,smiles_hit_num,smiles_hit_rate,smiles_hit_fraction,has_scaffold_hit,scaffold_hit_rate,scaffold_hit_fraction,normalized_affinity_sum
P12931,Sries10152,False,0,0.0,0.0,True,0.015,0.14285714285714285,0.0
P06239,Sries10363,False,0,0.0,0.0,False,0.0,0.0,0.0
P00519,Sries10472,False,0,0.0,0.0,True,0.005,0.07142857142857142,0.0
P00742,Sries10521,False,0,0.0,0.0,False,0.0,0.0,0.0
P00749,Sries10756,False,0,0.0,0.0,False,0.0,0.0,0.0
P12821,Sries1097,False,0,0.0,0.0,False,0.0,0.0,0.0
Q92731,Sries11217,False,0,0.0,0.0,False,0.0,0.0,0.0
P24941,Sries11344,False,0,0.0,0.0,False,0.0,0.0,0.0
P35968,Sries11589,False,0,0.0,0.0,False,0.0,0.0,0.0
P12931,Sries11626,False,0,0.0,0.0,False,0.0,0.0,0.0
P12821,Sries1166,False,0,0.0,0.0,False,0.0,0.0,0.0
Q92731,Sries11705,False,0,0.0,0.0,False,0.0,0.0,0.0
P12821,Sries1233,False,0,0.0,0.0,False,0.0,0.0,0.0
P12821,Sries1236,False,0,0.0,0.0,False,0.0,0.0,0.0
P31645,Sries12826,False,0,0.0,0.0,False,0.0,0.0,0.0
Q05397,Sries12970,False,0,0.0,0.0,False,0.0,0.0,0.0
P29274,Sries12999,False,0,0.0,0.0,False,0.0,0.0,0.0
P00533,Sries13081,False,0,0.0,0.0,True,0.005,0.1111111111111111,0.0
Q05397,Sries13082,False,0,0.0,0.0,False,0.0,0.0,0.0
P18031,Sries13306,False,0,0.0,0.0,False,0.0,0.0,0.0
P14174,Sries13320,False,0,0.0,0.0,False,0.0,0.0,0.0
Q92731,Sries13345,False,0,0.0,0.0,False,0.0,0.0,0.0
P00734,Sries13362,False,0,0.0,0.0,False,0.0,0.0,0.0
Q16539,Sries13439,False,0,0.0,0.0,False,0.0,0.0,0.0
P06239,Sries13463,False,0,0.0,0.0,False,0.0,0.0,0.0
Q92731,Sries13475,False,0,0.0,0.0,False,0.0,0.0,0.0
P41145,Sries13577,False,0,0.0,0.0,False,0.0,0.0,0.0
P06239,Sries13583,False,0,0.0,0.0,False,0.0,0.0,0.0
P55055,Sries13659,False,0,0.0,0.0,False,0.0,0.0,0.0
P12931,Sries13686,False,0,0.0,0.0,False,0.0,0.0,0.0
P45452,Sries13975,False,0,0.0,0.0,False,0.0,0.0,0.0
P28482,Sries14089,False,0,0.0,0.0,False,0.0,0.0,0.0
O14757,Sries14139,False,0,0.0,0.0,False,0.0,0.0,0.0
P29274,Sries14163,False,0,0.0,0.0,False,0.0,0.0,0.0
P06276,Sries14260,False,0,0.0,0.0,False,0.0,0.0,0.0
P00749,Sries14362,False,0,0.0,0.0,False,0.0,0.0,0.0
P55055,Sries14421,False,0,0.0,0.0,False,0.0,0.0,0.0
P49137,Sries14437,False,0,0.0,0.0,False,0.0,0.0,0.0
P10275,Sries14520,False,0,0.0,0.0,True,0.145,0.42857142857142855,0.0
P21554,Sries14530,False,0,0.0,0.0,False,0.0,0.0,0.0
P36897,Sries14607,False,0,0.0,0.0,False,0.0,0.0,0.0
P41145,Sries14641,False,0,0.0,0.0,False,0.0,0.0,0.0
P10275,Sries14749,False,0,0.0,0.0,True,0.005,0.25,0.0
P35968,Sries14930,False,0,0.0,0.0,False,0.0,0.0,0.0
P18031,Sries14949,False,0,0.0,0.0,False,0.0,0.0,0.0
P00797,Sries14982,False,0,0.0,0.0,True,0.045,0.15384615384615385,0.0
P10828,Sries15074,False,0,0.0,0.0,False,0.0,0.0,0.0
P10828,Sries15112,False,0,0.0,0.0,True,0.005,0.045454545454545456,0.0
P10828,Sries15275,False,0,0.0,0.0,True,0.03,0.25,0.0
P18031,Sries15438,False,0,0.0,0.0,False,0.0,0.0,0.0
P06239,Sries15536,False,0,0.0,0.0,True,0.035,0.0625,0.0
P08069,Sries15558,False,0,0.0,0.0,False,0.0,0.0,0.0
P49137,Sries15708,False,0,0.0,0.0,False,0.0,0.0,0.0
O14757,Sries15811,False,0,0.0,0.0,False,0.0,0.0,0.0
P14416,Sries1588,False,0,0.0,0.0,False,0.0,0.0,0.0
P18031,Sries16024,False,0,0.0,0.0,False,0.0,0.0,0.0
