uniprot,has_smiles_hit,has_smiles_hit_not_in_trainset,smiles_hit_rate,smiles_hit_rate_not_in_trainset,smiles_hit_fraction,smiles_hit_fraction_not_in_trainset,smiles_TAScore,has_scaffold_hit,has_scaffold_hit_not_in_trainset,scaffold_hit_rate,scaffold_hit_rate_not_in_trainset,scaffold_hit_fraction,scaffold_hit_fraction_not_in_trainset,scaffold_TAScore,smiles_intersection_specific,smiles_intersection_all,scaffold_intersection_specific,scaffold_intersection_all
O14757,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.0010834236186348862,0.0010834236186348862,5.431209051413801,0.0,0.0,0.002,0.0003682420319207698
O14965,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006008159468180981
O43570,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.028,0.017,0.00718849840255591,0.006389776357827476,0.9023961820722658,0.0,0.00012597753723605283,0.03664921465968586,0.04061321988894596
O60674,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002170689872375064
O60885,False,False,0.0,0.0,0.0,0.0,0.0,True,False,0.003,0.0,0.0005753739930955121,0.0,0.31596141878466233,0.0,0.0,0.0052173913043478265,0.016512747957710308
O75874,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006201971063928755
O76074,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016861608830056301
O94925,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00338,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.004629629629629629,0.004629629629629629,0.4322744874053762,0.0,0.0,0.0021321961620469083,0.004932505111780838
P00374,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.0035335689045936395,0.0035335689045936395,0.1461657213113825,0.0,0.0,0.002,0.013683098659792815
P00489,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010756543564001434
P00519,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.062,0.062,0.004479283314669653,0.004479283314669653,4.184412005768344,0.0,0.0,0.062,0.01481689649491729
P00533,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.0012340600575894694,0.0012340600575894694,0.14470034049192967,0.0,1.938115957477736e-05,0.0036275695284159614,0.025069529909974513
P00734,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.031,0.02,0.005330490405117271,0.004797441364605544,0.917402635656165,0.0,0.0,0.031,0.03379105171862432
P00742,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.004,0.004,0.0018390804597701149,0.0018390804597701149,0.18435551500561864,0.0,0.0,0.004,0.021697208143963254
P00749,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.066,0.014,0.0196078431372549,0.008403361344537815,2.940847429560425,0.0,0.0,0.06811145510835913,0.023160485691858943
P00797,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.025,0.01,0.0035778175313059034,0.0026833631484794273,1.1569344492889424,0.0,0.0,0.029205607476635514,0.02524396034614751
P00915,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.049,0.022,0.006944444444444444,0.00636574074074074,1.3071894058790015,0.0,0.00012597753723605283,0.054748603351955305,0.04188268584109387
P00918,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.053,0.042,0.008525576730190571,0.00802407221664995,1.2140352913367383,0.0,0.00016473985638560754,0.053,0.043656061942186
P03372,True,True,0.001,0.001,0.00034782608695652176,0.00034782608695652176,103.1919351314638,True,True,0.025,0.022,0.008712487899322363,0.006776379477250726,0.9164564797665402,0.001,9.69057978738868e-06,0.025,0.027278982101499132
P03951,False,False,0.0,0.0,0.0,0.0,0.0,True,False,0.008,0.0,0.002079002079002079,0.0,0.6706668892285755,0.0,0.0,0.009163802978235968,0.013663717500218038
P04150,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.0012468827930174563,0.0012468827930174563,0.3532071379861217,0.0,0.0,0.0014204545454545455,0.004021590611766302
P04629,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.0008880994671403197,0.0008880994671403197,0.22144420437399917,0.0,0.0,0.003,0.013547430542769374
P05979,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.063,0.017,0.02197802197802198,0.01098901098901099,2.5340551284967954,0.0,9.69057978738868e-06,0.07175398633257403,0.02831587413874972
P06239,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.068,0.068,0.0022988505747126436,0.0022988505747126436,3.632051740434663,0.0,9.69057978738868e-06,0.068,0.018722200149234928
P06276,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.001539645881447267,0.001539645881447267,0.19641031871656367,0.0,0.0,0.003389830508474576,0.01725892260133924
P07550,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.02,0.009,0.01098901098901099,0.006593406593406593,0.8175127515500277,0.0,0.0,0.021231422505307854,0.02597075383020166
